# Układ: x' = x(y-1),  y' = 3x - 2y + x^2 - 2y^2
# IC: x0=0.1, y0=0, dt=1.000e-03, nsteps=10000
# t	x(t)	y(t)
0.00000000e+00	1.000000000000e-01	0.000000000000e+00
1.00000000e-03	9.999995000825e-02	-9.997523742058e-05
2.00000000e-03	9.999980006605e-02	-1.999008993926e-04
3.00000000e-03	9.999955022300e-02	-2.997769105444e-04
4.00000000e-03	9.999920052880e-02	-3.996031955883e-04
5.00000000e-03	9.999875103321e-02	-4.993796793206e-04
6.00000000e-03	9.999820178607e-02	-5.991062866216e-04
7.00000000e-03	9.999755283729e-02	-6.987829424556e-04
8.00000000e-03	9.999680423686e-02	-7.984095718713e-04
9.00000000e-03	9.999595603485e-02	-8.979861000012e-04
1.00000000e-02	9.999500828139e-02	-9.975124520620e-04
1.10000000e-02	9.999396102669e-02	-1.096988553355e-03
1.20000000e-02	9.999281432106e-02	-1.196414329265e-03
1.30000000e-02	9.999156821484e-02	-1.295789705262e-03
1.40000000e-02	9.999022275847e-02	-1.395114606900e-03
1.50000000e-02	9.998877800247e-02	-1.494388959817e-03
1.60000000e-02	9.998723399742e-02	-1.593612689736e-03
1.70000000e-02	9.998559079399e-02	-1.692785722464e-03
1.80000000e-02	9.998384844290e-02	-1.791907983892e-03
1.90000000e-02	9.998200699497e-02	-1.890979399997e-03
2.00000000e-02	9.998006650108e-02	-1.989999896840e-03
2.10000000e-02	9.997802701218e-02	-2.088969400565e-03
2.20000000e-02	9.997588857930e-02	-2.187887837402e-03
2.30000000e-02	9.997365125355e-02	-2.286755133667e-03
2.40000000e-02	9.997131508610e-02	-2.385571215759e-03
2.50000000e-02	9.996888012821e-02	-2.484336010160e-03
2.60000000e-02	9.996634643120e-02	-2.583049443442e-03
2.70000000e-02	9.996371404647e-02	-2.681711442256e-03
2.80000000e-02	9.996098302549e-02	-2.780321933343e-03
2.90000000e-02	9.995815341980e-02	-2.878880843524e-03
3.00000000e-02	9.995522528102e-02	-2.977388099708e-03
3.10000000e-02	9.995219866084e-02	-3.075843628889e-03
3.20000000e-02	9.994907361103e-02	-3.174247358145e-03
3.30000000e-02	9.994585018341e-02	-3.272599214640e-03
3.40000000e-02	9.994252842991e-02	-3.370899125621e-03
3.50000000e-02	9.993910840250e-02	-3.469147018422e-03
3.60000000e-02	9.993559015324e-02	-3.567342820462e-03
3.70000000e-02	9.993197373425e-02	-3.665486459245e-03
3.80000000e-02	9.992825919773e-02	-3.763577862361e-03
3.90000000e-02	9.992444659596e-02	-3.861616957482e-03
4.00000000e-02	9.992053598128e-02	-3.959603672369e-03
4.10000000e-02	9.991652740610e-02	-4.057537934867e-03
4.20000000e-02	9.991242092292e-02	-4.155419672906e-03
4.30000000e-02	9.990821658429e-02	-4.253248814503e-03
4.40000000e-02	9.990391444284e-02	-4.351025287757e-03
4.50000000e-02	9.989951455129e-02	-4.448749020856e-03
4.60000000e-02	9.989501696241e-02	-4.546419942072e-03
4.70000000e-02	9.989042172903e-02	-4.644037979762e-03
4.80000000e-02	9.988572890410e-02	-4.741603062370e-03
4.90000000e-02	9.988093854059e-02	-4.839115118425e-03
5.00000000e-02	9.987605069156e-02	-4.936574076542e-03
5.10000000e-02	9.987106541016e-02	-5.033979865419e-03
5.20000000e-02	9.986598274958e-02	-5.131332413844e-03
5.30000000e-02	9.986080276310e-02	-5.228631650688e-03
5.40000000e-02	9.985552550407e-02	-5.325877504909e-03
5.50000000e-02	9.985015102591e-02	-5.423069905549e-03
5.60000000e-02	9.984467938210e-02	-5.520208781738e-03
5.70000000e-02	9.983911062621e-02	-5.617294062692e-03
5.80000000e-02	9.983344481186e-02	-5.714325677710e-03
5.90000000e-02	9.982768199276e-02	-5.811303556179e-03
6.00000000e-02	9.982182222269e-02	-5.908227627574e-03
6.10000000e-02	9.981586555547e-02	-6.005097821452e-03
6.20000000e-02	9.980981204503e-02	-6.101914067459e-03
6.30000000e-02	9.980366174534e-02	-6.198676295325e-03
6.40000000e-02	9.979741471046e-02	-6.295384434869e-03
6.50000000e-02	9.979107099452e-02	-6.392038415992e-03
6.60000000e-02	9.978463065171e-02	-6.488638168686e-03
6.70000000e-02	9.977809373628e-02	-6.585183623025e-03
6.80000000e-02	9.977146030259e-02	-6.681674709172e-03
6.90000000e-02	9.976473040501e-02	-6.778111357376e-03
7.00000000e-02	9.975790409804e-02	-6.874493497970e-03
7.10000000e-02	9.975098143621e-02	-6.970821061376e-03
7.20000000e-02	9.974396247413e-02	-7.067093978101e-03
7.30000000e-02	9.973684726649e-02	-7.163312178740e-03
7.40000000e-02	9.972963586804e-02	-7.259475593972e-03
7.50000000e-02	9.972232833359e-02	-7.355584154565e-03
7.60000000e-02	9.971492471804e-02	-7.451637791371e-03
7.70000000e-02	9.970742507634e-02	-7.547636435332e-03
7.80000000e-02	9.969982946352e-02	-7.643580017473e-03
7.90000000e-02	9.969213793468e-02	-7.739468468907e-03
8.00000000e-02	9.968435054498e-02	-7.835301720835e-03
8.10000000e-02	9.967646734966e-02	-7.931079704542e-03
