# t	y_num	y_exact	abs_err	rel_err
1.00000000e-03	5.002501250625e-01	5.002501250625e-01	0.000000000000e+00	0.000000000000e+00
2.00000000e-03	5.005005005005e-01	5.005005005005e-01	0.000000000000e+00	0.000000000000e+00
3.00000000e-03	5.007511266900e-01	5.007511266900e-01	0.000000000000e+00	0.000000000000e+00
4.00000000e-03	5.010020040080e-01	5.010020040080e-01	1.110223024625e-16	2.216005157152e-16
5.00000000e-03	5.012531328321e-01	5.012531328321e-01	1.110223024625e-16	2.214894934127e-16
6.00000000e-03	5.015045135406e-01	5.015045135406e-01	0.000000000000e+00	0.000000000000e+00
7.00000000e-03	5.017561465128e-01	5.017561465128e-01	1.110223024625e-16	2.212674488078e-16
8.00000000e-03	5.020080321285e-01	5.020080321285e-01	0.000000000000e+00	0.000000000000e+00
9.00000000e-03	5.022601707685e-01	5.022601707685e-01	1.110223024625e-16	2.210454042029e-16
1.00000000e-02	5.025125628141e-01	5.025125628141e-01	2.220446049250e-16	4.418687638008e-16
1.10000000e-02	5.027652086476e-01	5.027652086476e-01	0.000000000000e+00	0.000000000000e+00
1.20000000e-02	5.030181086519e-01	5.030181086519e-01	0.000000000000e+00	0.000000000000e+00
1.30000000e-02	5.032712632109e-01	5.032712632109e-01	1.110223024625e-16	2.206013149930e-16
1.40000000e-02	5.035246727090e-01	5.035246727090e-01	1.110223024625e-16	2.204902926906e-16
1.50000000e-02	5.037783375315e-01	5.037783375315e-01	1.110223024625e-16	2.203792703881e-16
1.60000000e-02	5.040322580645e-01	5.040322580645e-01	0.000000000000e+00	0.000000000000e+00
1.70000000e-02	5.042864346949e-01	5.042864346949e-01	0.000000000000e+00	0.000000000000e+00
1.80000000e-02	5.045408678103e-01	5.045408678103e-01	1.110223024625e-16	2.200462034807e-16
1.90000000e-02	5.047955577991e-01	5.047955577991e-01	1.110223024625e-16	2.199351811782e-16
2.00000000e-02	5.050505050505e-01	5.050505050505e-01	1.110223024625e-16	2.198241588758e-16
2.10000000e-02	5.053057099545e-01	5.053057099545e-01	1.110223024625e-16	2.197131365733e-16
