# Układ: x' = x(y-1),  y' = 3x - 2y + x^2 - 2y^2
# IC: x0=3, y0=2.5, dt=1.000e-03, nsteps=10000
# t	x(t)	y(t)
0.00000000e+00	3.000000000000e+00	2.500000000000e+00
1.00000000e-03	3.002495805913e+00	2.491626005577e+00
2.00000000e-03	3.004983280110e+00	2.483336307951e+00
3.00000000e-03	3.007462506113e+00	2.475129365022e+00
4.00000000e-03	3.009933565923e+00	2.467003672933e+00
5.00000000e-03	3.012396540053e+00	2.458957764864e+00
6.00000000e-03	3.014851507570e+00	2.450990209870e+00
7.00000000e-03	3.017298546125e+00	2.443099611760e+00
8.00000000e-03	3.019737731991e+00	2.435284608026e+00
9.00000000e-03	3.022169140095e+00	2.427543868804e+00
1.00000000e-02	3.024592844051e+00	2.419876095879e+00
1.10000000e-02	3.027008916186e+00	2.412280021725e+00
1.20000000e-02	3.029417427581e+00	2.404754408577e+00
1.30000000e-02	3.031818448087e+00	2.397298047547e+00
1.40000000e-02	3.034212046366e+00	2.389909757757e+00
1.50000000e-02	3.036598289908e+00	2.382588385519e+00
1.60000000e-02	3.038977245067e+00	2.375332803531e+00
1.70000000e-02	3.041348977078e+00	2.368141910111e+00
1.80000000e-02	3.043713550091e+00	2.361014628455e+00
1.90000000e-02	3.046071027188e+00	2.353949905915e+00
2.00000000e-02	3.048421470412e+00	2.346946713315e+00
2.10000000e-02	3.050764940789e+00	2.340004044279e+00
2.20000000e-02	3.053101498347e+00	2.333120914588e+00
2.30000000e-02	3.055431202143e+00	2.326296361556e+00
2.40000000e-02	3.057754110281e+00	2.319529443433e+00
2.50000000e-02	3.060070279934e+00	2.312819238818e+00
2.60000000e-02	3.062379767363e+00	2.306164846104e+00
2.70000000e-02	3.064682627936e+00	2.299565382931e+00
2.80000000e-02	3.066978916150e+00	2.293019985664e+00
2.90000000e-02	3.069268685647e+00	2.286527808883e+00
3.00000000e-02	3.071551989232e+00	2.280088024895e+00
3.10000000e-02	3.073828878891e+00	2.273699823260e+00
3.20000000e-02	3.076099405808e+00	2.267362410330e+00
3.30000000e-02	3.078363620382e+00	2.261075008804e+00
3.40000000e-02	3.080621572242e+00	2.254836857300e+00
3.50000000e-02	3.082873310265e+00	2.248647209937e+00
3.60000000e-02	3.085118882586e+00	2.242505335933e+00
3.70000000e-02	3.087358336622e+00	2.236410519216e+00
3.80000000e-02	3.089591719076e+00	2.230362058040e+00
3.90000000e-02	3.091819075960e+00	2.224359264625e+00
4.00000000e-02	3.094040452603e+00	2.218401464798e+00
4.10000000e-02	3.096255893667e+00	2.212487997651e+00
4.20000000e-02	3.098465443160e+00	2.206618215205e+00
4.30000000e-02	3.100669144448e+00	2.200791482091e+00
