# rho=28
# t x y z
0.00000000e+00	1.000000000000e+00	-1.000000000000e+00	2.700000000000e+01
1.00000000e-03	9.801097178074e-01	-9.979749919820e-01	2.692710819551e+01
2.00000000e-03	9.604377383504e-01	-9.959019149449e-01	2.685443223052e+01
3.00000000e-03	9.409823534023e-01	-9.937836427779e-01	2.678197127749e+01
4.00000000e-03	9.217418434447e-01	-9.916229879227e-01	2.670972450876e+01
5.00000000e-03	9.027144783870e-01	-9.894227022877e-01	2.663769109690e+01
6.00000000e-03	8.838985182690e-01	-9.871854781594e-01	2.656587021500e+01
7.00000000e-03	8.652922139483e-01	-9.849139491100e-01	2.649426103700e+01
8.00000000e-03	8.468938077709e-01	-9.826106909022e-01	2.642286273796e+01
9.00000000e-03	8.287015342270e-01	-9.802782223882e-01	2.635167449432e+01
1.00000000e-02	8.107136205905e-01	-9.779190064063e-01	2.628069548419e+01
1.10000000e-02	7.929282875444e-01	-9.755354506709e-01	2.620992488756e+01
1.20000000e-02	7.753437497898e-01	-9.731299086593e-01	2.613936188657e+01
1.30000000e-02	7.579582166411e-01	-9.707046804919e-01	2.606900566569e+01
1.40000000e-02	7.407698926059e-01	-9.682620138080e-01	2.599885541197e+01
1.50000000e-02	7.237769779507e-01	-9.658041046353e-01	2.592891031521e+01
1.60000000e-02	7.069776692527e-01	-9.633330982542e-01	2.585916956816e+01
1.70000000e-02	6.903701599365e-01	-9.608510900551e-01	2.578963236670e+01
1.80000000e-02	6.739526407984e-01	-9.583601263905e-01	2.572029790998e+01
1.90000000e-02	6.577233005157e-01	-9.558622054201e-01	2.565116540063e+01
2.00000000e-02	6.416803261433e-01	-9.533592779493e-01	2.558223404484e+01
2.10000000e-02	6.258219035969e-01	-9.508532482612e-01	2.551350305255e+01
2.20000000e-02	6.101462181232e-01	-9.483459749416e-01	2.544497163757e+01
2.30000000e-02	5.946514547571e-01	-9.458392716967e-01	2.537663901767e+01
2.40000000e-02	5.793357987661e-01	-9.433349081645e-01	2.530850441473e+01
2.50000000e-02	5.641974360828e-01	-9.408346107178e-01	2.524056705482e+01
2.60000000e-02	5.492345537248e-01	-9.383400632602e-01	2.517282616833e+01
2.70000000e-02	5.344453402022e-01	-9.358529080155e-01	2.510528099002e+01
2.80000000e-02	5.198279859139e-01	-9.333747463082e-01	2.503793075910e+01
2.90000000e-02	5.053806835318e-01	-9.309071393366e-01	2.497077471936e+01
3.00000000e-02	4.911016283736e-01	-9.284516089394e-01	2.490381211920e+01
3.10000000e-02	4.769890187641e-01	-9.260096383525e-01	2.483704221168e+01
3.20000000e-02	4.630410563864e-01	-9.235826729595e-01	2.477046425461e+01
3.30000000e-02	4.492559466203e-01	-9.211721210335e-01	2.470407751059e+01
3.40000000e-02	4.356318988722e-01	-9.187793544707e-01	2.463788124707e+01
3.50000000e-02	4.221671268924e-01	-9.164057095172e-01	2.457187473634e+01
3.60000000e-02	4.088598490840e-01	-9.140524874857e-01	2.450605725564e+01
3.70000000e-02	3.957082887997e-01	-9.117209554659e-01	2.444042808714e+01
3.80000000e-02	3.827106746303e-01	-9.094123470260e-01	2.437498651798e+01
3.90000000e-02	3.698652406822e-01	-9.071278629056e-01	2.430973184030e+01
4.00000000e-02	3.571702268459e-01	-9.048686717013e-01	2.424466335125e+01
4.10000000e-02	3.446238790552e-01	-9.026359105433e-01	2.417978035303e+01
4.20000000e-02	3.322244495361e-01	-9.004306857643e-01	2.411508215284e+01
4.30000000e-02	3.199701970482e-01	-8.982540735600e-01	2.405056806296e+01
4.40000000e-02	3.078593871157e-01	-8.961071206414e-01	2.398623740072e+01
4.50000000e-02	2.958902922503e-01	-8.939908448784e-01	2.392208948848e+01
4.60000000e-02	2.840611921658e-01	-8.919062359365e-01	2.385812365367e+01
4.70000000e-02	2.723703739837e-01	-8.898542559033e-01	2.379433922876e+01
4.80000000e-02	2.608161324308e-01	-8.878358399092e-01	2.373073555125e+01
4.90000000e-02	2.493967700287e-01	-8.858518967374e-01	2.366731196368e+01
5.00000000e-02	2.381105972755e-01	-8.839033094283e-01	2.360406781359e+01
5.10000000e-02	2.269559328196e-01	-8.819909358733e-01	2.354100245353e+01
5.20000000e-02	2.159311036257e-01	-8.801156094029e-01	2.347811524103e+01
5.30000000e-02	2.050344451339e-01	-8.782781393647e-01	2.341540553857e+01
5.40000000e-02	1.942643014107e-01	-8.764793116946e-01	2.335287271358e+01
5.50000000e-02	1.836190252938e-01	-8.747198894799e-01	2.329051613841e+01
5.60000000e-02	1.730969785288e-01	-8.730006135137e-01	2.322833519031e+01
5.70000000e-02	1.626965319004e-01	-8.713222028428e-01	2.316632925137e+01
5.80000000e-02	1.524160653556e-01	-8.696853553058e-01	2.310449770855e+01
5.90000000e-02	1.422539681210e-01	-8.680907480655e-01	2.304283995360e+01
6.00000000e-02	1.322086388136e-01	-8.665390381320e-01	2.298135538306e+01
6.10000000e-02	1.222784855456e-01	-8.650308628786e-01	2.292004339822e+01
6.20000000e-02	1.124619260222e-01	-8.635668405506e-01	2.285890340506e+01
6.30000000e-02	1.027573876346e-01	-8.621475707654e-01	2.279793481428e+01
6.40000000e-02	9.316330754589e-02	-8.607736350059e-01	2.273713704120e+01
6.50000000e-02	8.367813277244e-02	-8.594455971062e-01	2.267650950577e+01
6.60000000e-02	7.430032025860e-02	-8.581640037299e-01	2.261605163250e+01
6.70000000e-02	6.502833694666e-02	-8.569293848410e-01	2.255576285045e+01
6.80000000e-02	5.586065984112e-02	-8.557422541675e-01	2.249564259318e+01
