# Równanie: y' = k y (1-y), k=1, y0=0.1, dt=1.000e-03, nsteps=3000
# t	y_num	y_exact	abs_err	rel_err
1.00000000e-03	1.000900360069e-01	1.000900360069e-01	1.387778780781e-17	1.386530404171e-16
2.00000000e-03	1.001801440552e-01	1.001801440552e-01	1.387778780781e-17	1.385283275313e-16
3.00000000e-03	1.002703241863e-01	1.002703241863e-01	1.387778780781e-17	1.384037392961e-16
4.00000000e-03	1.003605764415e-01	1.003605764415e-01	2.775557561563e-17	2.765585511737e-16
5.00000000e-03	1.004509008623e-01	1.004509008623e-01	2.775557561563e-17	2.763098725582e-16
6.00000000e-03	1.005412974901e-01	1.005412974901e-01	4.163336342344e-17	4.140921637454e-16
7.00000000e-03	1.006317663661e-01	1.006317663661e-01	4.163336342344e-17	4.137198911125e-16
8.00000000e-03	1.007223075318e-01	1.007223075318e-01	4.163336342344e-17	4.133479905660e-16
9.00000000e-03	1.008129210285e-01	1.008129210285e-01	2.775557561563e-17	2.753176411562e-16
1.00000000e-02	1.009036068975e-01	1.009036068975e-01	5.551115123126e-17	5.501404056608e-16
1.10000000e-02	1.009943651803e-01	1.009943651803e-01	5.551115123126e-17	5.496460236386e-16
1.20000000e-02	1.010851959181e-01	1.010851959181e-01	5.551115123126e-17	5.491521357513e-16
1.30000000e-02	1.011760991522e-01	1.011760991522e-01	6.938893903907e-17	6.858234268813e-16
1.40000000e-02	1.012670749241e-01	1.012670749241e-01	5.551115123126e-17	5.481658404064e-16
1.50000000e-02	1.013581232749e-01	1.013581232749e-01	2.775557561563e-17	2.738367159812e-16
1.60000000e-02	1.014492442461e-01	1.014492442461e-01	2.775557561563e-17	2.735907578404e-16
1.70000000e-02	1.015404378789e-01	1.015404378789e-01	1.387778780781e-17	1.366725227674e-16
1.80000000e-02	1.016317042146e-01	1.016317042146e-01	1.387778780781e-17	1.365497894094e-16
1.90000000e-02	1.017230432945e-01	1.017230432945e-01	0.000000000000e+00	0.000000000000e+00
2.00000000e-02	1.018144551598e-01	1.018144551598e-01	1.387778780781e-17	1.363046905867e-16
2.10000000e-02	1.019059398520e-01	1.019059398520e-01	0.000000000000e+00	0.000000000000e+00
2.20000000e-02	1.019974974121e-01	1.019974974121e-01	0.000000000000e+00	0.000000000000e+00
2.30000000e-02	1.020891278816e-01	1.020891278816e-01	0.000000000000e+00	0.000000000000e+00
2.40000000e-02	1.021808313016e-01	1.021808313016e-01	0.000000000000e+00	0.000000000000e+00
2.50000000e-02	1.022726077134e-01	1.022726077134e-01	1.387778780781e-17	1.356940838617e-16
2.60000000e-02	1.023644571582e-01	1.023644571582e-01	2.775557561563e-17	2.711446569070e-16
2.70000000e-02	1.024563796773e-01	1.024563796773e-01	1.387778780781e-17	1.354506947398e-16
2.80000000e-02	1.025483753118e-01	1.025483753118e-01	2.775557561563e-17	2.706583651982e-16
2.90000000e-02	1.026404441031e-01	1.026404441031e-01	2.775557561563e-17	2.704155838196e-16
3.00000000e-02	1.027325860922e-01	1.027325860922e-01	4.163336342344e-17	4.052595676514e-16
3.10000000e-02	1.028248013205e-01	1.028248013205e-01	2.775557561563e-17	2.699307487998e-16
3.20000000e-02	1.029170898291e-01	1.029170898291e-01	4.163336342344e-17	4.045330420107e-16
3.30000000e-02	1.030094516591e-01	1.030094516591e-01	2.775557561563e-17	2.694468824810e-16
3.40000000e-02	1.031018868518e-01	1.031018868518e-01	2.775557561563e-17	2.692053119795e-16
3.50000000e-02	1.031943954484e-01	1.031943954484e-01	0.000000000000e+00	0.000000000000e+00
