# Równanie: y' = k y (1-y), k=1, y0=0.9, dt=1.000e-03, nsteps=3000
# t	y_num	y_exact	abs_err	rel_err
1.00000000e-03	9.000899640069e-01	9.000899640069e-01	0.000000000000e+00	0.000000000000e+00
2.00000000e-03	9.001798560552e-01	9.001798560552e-01	2.220446049250e-16	2.466669337593e-16
3.00000000e-03	9.002696761863e-01	9.002696761863e-01	0.000000000000e+00	0.000000000000e+00
4.00000000e-03	9.003594244417e-01	9.003594244417e-01	0.000000000000e+00	0.000000000000e+00
5.00000000e-03	9.004491008626e-01	9.004491008626e-01	2.220446049250e-16	2.465931774626e-16
6.00000000e-03	9.005387054907e-01	9.005387054907e-01	2.220446049250e-16	2.465686411602e-16
7.00000000e-03	9.006282383673e-01	9.006282383673e-01	3.330669073875e-16	3.698161940729e-16
8.00000000e-03	9.007176995338e-01	9.007176995338e-01	4.440892098501e-16	4.930392842063e-16
9.00000000e-03	9.008070890316e-01	9.008070890316e-01	3.330669073875e-16	3.697427689491e-16
1.00000000e-02	9.008964069023e-01	9.008964069023e-01	3.330669073875e-16	3.697061114194e-16
1.10000000e-02	9.009856531873e-01	9.009856531873e-01	2.220446049250e-16	2.464463270192e-16
1.20000000e-02	9.010748279280e-01	9.010748279280e-01	3.330669073875e-16	3.696329062409e-16
1.30000000e-02	9.011639311660e-01	9.011639311660e-01	3.330669073875e-16	3.695963585189e-16
1.40000000e-02	9.012529629425e-01	9.012529629425e-01	2.220446049250e-16	2.463732315510e-16
1.50000000e-02	9.013419232992e-01	9.013419232992e-01	1.110223024625e-16	1.231744575423e-16
1.60000000e-02	9.014308122776e-01	9.014308122776e-01	1.110223024625e-16	1.231623114613e-16
1.70000000e-02	9.015196299190e-01	9.015196299190e-01	1.110223024625e-16	1.231501775203e-16
1.80000000e-02	9.016083762650e-01	9.016083762650e-01	1.110223024625e-16	1.231380557071e-16
1.90000000e-02	9.016970513570e-01	9.016970513570e-01	1.110223024625e-16	1.231259460097e-16
2.00000000e-02	9.017856552367e-01	9.017856552367e-01	1.110223024625e-16	1.231138484160e-16
2.10000000e-02	9.018741879454e-01	9.018741879454e-01	0.000000000000e+00	0.000000000000e+00
2.20000000e-02	9.019626495246e-01	9.019626495246e-01	1.110223024625e-16	1.230896894911e-16
2.30000000e-02	9.020510400160e-01	9.020510400160e-01	0.000000000000e+00	0.000000000000e+00
2.40000000e-02	9.021393594609e-01	9.021393594609e-01	0.000000000000e+00	0.000000000000e+00
2.50000000e-02	9.022276079010e-01	9.022276079010e-01	1.110223024625e-16	1.230535415789e-16
2.60000000e-02	9.023157853776e-01	9.023157853776e-01	2.220446049250e-16	2.460830327069e-16
2.70000000e-02	9.024038919325e-01	9.024038919325e-01	1.110223024625e-16	1.230295031472e-16
2.80000000e-02	9.024919276070e-01	9.024919276070e-01	1.110223024625e-16	1.230175019481e-16
2.90000000e-02	9.025798924427e-01	9.025798924427e-01	0.000000000000e+00	0.000000000000e+00
3.00000000e-02	9.026677864812e-01	9.026677864812e-01	1.110223024625e-16	1.229935355235e-16
3.10000000e-02	9.027556097640e-01	9.027556097640e-01	4.440892098501e-16	4.919262810963e-16
3.20000000e-02	9.028433623327e-01	9.028433623327e-01	4.440892098501e-16	4.918784679356e-16
3.30000000e-02	9.029310442287e-01	9.029310442287e-01	5.551115123126e-16	6.147883782053e-16
3.40000000e-02	9.030186554937e-01	9.030186554937e-01	6.661338147751e-16	7.376744774014e-16
3.50000000e-02	9.031061961692e-01	9.031061961692e-01	7.771561172376e-16	8.605368012468e-16
3.60000000e-02	9.031936662968e-01	9.031936662968e-01	6.661338147751e-16	7.375315390622e-16
3.70000000e-02	9.032810659180e-01	9.032810659180e-01	6.661338147751e-16	7.374601770248e-16
3.80000000e-02	9.033683950744e-01	9.033683950744e-01	7.771561172376e-16	8.602870340329e-16
3.90000000e-02	9.034556538076e-01	9.034556538076e-01	8.881784197001e-16	9.830902224774e-16
4.00000000e-02	9.035428421591e-01	9.035428421591e-01	7.771561172376e-16	8.601209383503e-16
4.10000000e-02	9.036299601705e-01	9.036299601705e-01	6.661338147751e-16	7.371754414267e-16
4.20000000e-02	9.037170078835e-01	9.037170078835e-01	7.771561172376e-16	8.599551745272e-16
4.30000000e-02	9.038039853395e-01	9.038039853395e-01	7.771561172376e-16	8.598724168556e-16
4.40000000e-02	9.038908925802e-01	9.038908925802e-01	8.881784197001e-16	9.826168478861e-16
4.50000000e-02	9.039777296471e-01	9.039777296471e-01	7.771561172376e-16	8.597071495788e-16
4.60000000e-02	9.040644965819e-01	9.040644965819e-01	7.771561172376e-16	8.596246398082e-16
4.70000000e-02	9.041511934262e-01	9.041511934262e-01	7.771561172376e-16	8.595422125061e-16
4.80000000e-02	9.042378202215e-01	9.042378202215e-01	8.881784197001e-16	9.822398486745e-16
4.90000000e-02	9.043243770095e-01	9.043243770095e-01	1.110223024625e-15	1.227682292826e-15
5.00000000e-02	9.044108638317e-01	9.044108638317e-01	1.110223024625e-15	1.227564892268e-15
5.10000000e-02	9.044972807298e-01	9.044972807298e-01	9.992007221626e-16	1.104702848146e-15
5.20000000e-02	9.045836277453e-01	9.045836277453e-01	9.992007221626e-16	1.104597398754e-15
5.30000000e-02	9.046699049200e-01	9.046699049200e-01	9.992007221626e-16	1.104492054758e-15
5.40000000e-02	9.047561122953e-01	9.047561122953e-01	8.881784197001e-16	9.816771698252e-16
5.50000000e-02	9.048422499130e-01	9.048422499130e-01	1.110223024625e-15	1.226979647261e-15
5.60000000e-02	9.049283178145e-01	9.049283178145e-01	1.110223024625e-15	1.226862948997e-15
5.70000000e-02	9.050143160417e-01	9.050143160417e-01	9.992007221626e-16	1.104071730636e-15
5.80000000e-02	9.051002446360e-01	9.051002446360e-01	9.992007221626e-16	1.103966912046e-15
5.90000000e-02	9.051861036392e-01	9.051861036392e-01	1.110223024625e-15	1.226513553579e-15
6.00000000e-02	9.052718930927e-01	9.052718930927e-01	9.992007221626e-16	1.103757589059e-15
6.10000000e-02	9.053576130384e-01	9.053576130384e-01	9.992007221626e-16	1.103653084453e-15
6.20000000e-02	9.054432635177e-01	9.054432635177e-01	8.881784197001e-16	9.809321638216e-16
6.30000000e-02	9.055288445724e-01	9.055288445724e-01	9.992007221626e-16	1.103444388494e-15
6.40000000e-02	9.056143562440e-01	9.056143562440e-01	7.771561172376e-16	8.581534865026e-16
6.50000000e-02	9.056997985743e-01	9.056997985743e-01	8.881784197001e-16	9.806543195640e-16
6.60000000e-02	9.057851716048e-01	9.057851716048e-01	9.992007221626e-16	1.103132126123e-15
6.70000000e-02	9.058704753772e-01	9.058704753772e-01	8.881784197001e-16	9.804695525928e-16
6.80000000e-02	9.059557099331e-01	9.059557099331e-01	9.992007221626e-16	1.102924471039e-15
6.90000000e-02	9.060408753142e-01	9.060408753142e-01	9.992007221626e-16	1.102820799135e-15
7.00000000e-02	9.061259715621e-01	9.061259715621e-01	9.992007221626e-16	1.102717230850e-15
7.10000000e-02	9.062109987185e-01	9.062109987185e-01	8.881784197001e-16	9.801011254069e-16
7.20000000e-02	9.062959568251e-01	9.062959568251e-01	9.992007221626e-16	1.102510404728e-15
7.30000000e-02	9.063808459234e-01	9.063808459234e-01	1.110223024625e-15	1.224896829648e-15
7.40000000e-02	9.064656660551e-01	9.064656660551e-01	1.110223024625e-15	1.224782213161e-15
7.50000000e-02	9.065504172619e-01	9.065504172619e-01	9.992007221626e-16	1.102200940109e-15
7.60000000e-02	9.066350995854e-01	9.066350995854e-01	1.221245327088e-15	1.347008656124e-15
7.70000000e-02	9.067197130673e-01	9.067197130673e-01	9.992007221626e-16	1.101995145537e-15
7.80000000e-02	9.068042577493e-01	9.068042577493e-01	9.992007221626e-16	1.101892402493e-15
7.90000000e-02	9.068887336730e-01	9.068887336730e-01	1.110223024625e-15	1.224210846824e-15
8.00000000e-02	9.069731408800e-01	9.069731408800e-01	1.110223024625e-15	1.224096915977e-15
8.10000000e-02	9.070574794121e-01	9.070574794121e-01	1.110223024625e-15	1.223983099004e-15
8.20000000e-02	9.071417493108e-01	9.071417493108e-01	9.992007221626e-16	1.101482456211e-15
8.30000000e-02	9.072259506179e-01	9.072259506179e-01	7.771561172376e-16	8.566290643564e-16
8.40000000e-02	9.073100833750e-01	9.073100833750e-01	6.661338147751e-16	7.341853981135e-16
8.50000000e-02	9.073941476237e-01	9.073941476237e-01	7.771561172376e-16	8.564702773021e-16
8.60000000e-02	9.074781434058e-01	9.074781434058e-01	6.661338147751e-16	7.340494309593e-16
8.70000000e-02	9.075620707629e-01	9.075620707629e-01	6.661338147751e-16	7.339815492897e-16
8.80000000e-02	9.076459297367e-01	9.076459297367e-01	5.551115123126e-16	6.115947795564e-16
8.90000000e-02	9.077297203687e-01	9.077297203687e-01	4.440892098501e-16	4.892306596171e-16
9.00000000e-02	9.078134427008e-01	9.078134427008e-01	5.551115123126e-16	6.114819259132e-16
9.10000000e-02	9.078970967745e-01	9.078970967745e-01	5.551115123126e-16	6.114255836754e-16
9.20000000e-02	9.079806826316e-01	9.079806826316e-01	5.551115123126e-16	6.113692977517e-16
9.30000000e-02	9.080642003136e-01	9.080642003136e-01	5.551115123126e-16	6.113130680858e-16
9.40000000e-02	9.081476498623e-01	9.081476498623e-01	5.551115123126e-16	6.112568946214e-16
9.50000000e-02	9.082310313193e-01	9.082310313193e-01	5.551115123126e-16	6.112007773024e-16
9.60000000e-02	9.083143447263e-01	9.083143447263e-01	4.440892098501e-16	4.889157728582e-16
9.70000000e-02	9.083975901250e-01	9.083975901250e-01	4.440892098501e-16	4.888709687010e-16
9.80000000e-02	9.084807675570e-01	9.084807675570e-01	3.330669073875e-16	3.666196569942e-16
9.90000000e-02	9.085638770640e-01	9.085638770640e-01	3.330669073875e-16	3.665861210153e-16
1.00000000e-01	9.086469186876e-01	9.086469186876e-01	3.330669073875e-16	3.665526185557e-16
1.01000000e-01	9.087298924696e-01	9.087298924696e-01	3.330669073875e-16	3.665191495819e-16
1.02000000e-01	9.088127984515e-01	9.088127984515e-01	1.110223024625e-16	1.221619046867e-16
1.03000000e-01	9.088956366751e-01	9.088956366751e-01	1.110223024625e-16	1.221507706525e-16
1.04000000e-01	9.089784071820e-01	9.089784071820e-01	0.000000000000e+00	0.000000000000e+00
1.05000000e-01	9.090611100139e-01	9.090611100139e-01	0.000000000000e+00	0.000000000000e+00
1.06000000e-01	9.091437452124e-01	9.091437452124e-01	0.000000000000e+00	0.000000000000e+00
1.07000000e-01	9.092263128193e-01	9.092263128193e-01	1.110223024625e-16	1.221063456889e-16
1.08000000e-01	9.093088128761e-01	9.093088128761e-01	1.110223024625e-16	1.220952671858e-16
1.09000000e-01	9.093912454246e-01	9.093912454246e-01	4.440892098501e-16	4.883367990229e-16
1.10000000e-01	9.094736105063e-01	9.094736105063e-01	3.330669073875e-16	3.662194301626e-16
1.11000000e-01	9.095559081631e-01	9.095559081631e-01	4.440892098501e-16	4.882483922807e-16
1.12000000e-01	9.096381384364e-01	9.096381384364e-01	3.330669073875e-16	3.661531913779e-16
1.13000000e-01	9.097203013680e-01	9.097203013680e-01	4.440892098501e-16	4.881601621754e-16
1.14000000e-01	9.098023969996e-01	9.098023969996e-01	4.440892098501e-16	4.881161132512e-16
1.15000000e-01	9.098844253727e-01	9.098844253727e-01	4.440892098501e-16	4.880721083539e-16
1.16000000e-01	9.099663865291e-01	9.099663865291e-01	4.440892098501e-16	4.880281474395e-16
1.17000000e-01	9.100482805105e-01	9.100482805105e-01	4.440892098501e-16	4.879842304641e-16
1.18000000e-01	9.101301073583e-01	9.101301073583e-01	3.330669073875e-16	3.659552680378e-16
1.19000000e-01	9.102118671144e-01	9.102118671144e-01	4.440892098501e-16	4.878965281544e-16
1.20000000e-01	9.102935598204e-01	9.102935598204e-01	5.551115123126e-16	6.098159284156e-16
1.21000000e-01	9.103751855178e-01	9.103751855178e-01	6.661338147751e-16	7.317135016111e-16
1.22000000e-01	9.104567442485e-01	9.104567442485e-01	4.440892098501e-16	4.877653031354e-16
1.23000000e-01	9.105382360539e-01	9.105382360539e-01	7.771561172376e-16	8.535128855276e-16
1.24000000e-01	9.106196609758e-01	9.106196609758e-01	6.661338147751e-16	7.315170573643e-16
1.25000000e-01	9.107010190558e-01	9.107010190558e-01	5.551115123126e-16	6.095430890020e-16
1.26000000e-01	9.107823103356e-01	9.107823103356e-01	4.440892098501e-16	4.875909477056e-16
1.27000000e-01	9.108635348568e-01	9.108635348568e-01	4.440892098501e-16	4.875474677114e-16
1.28000000e-01	9.109446926609e-01	9.109446926609e-01	4.440892098501e-16	4.875040311754e-16
1.29000000e-01	9.110257837898e-01	9.110257837898e-01	4.440892098501e-16	4.874606380543e-16
1.30000000e-01	9.111068082849e-01	9.111068082849e-01	4.440892098501e-16	4.874172883046e-16
1.31000000e-01	9.111877661880e-01	9.111877661880e-01	4.440892098501e-16	4.873739818829e-16
1.32000000e-01	9.112686575407e-01	9.112686575407e-01	5.551115123126e-16	6.091633984326e-16
1.33000000e-01	9.113494823845e-01	9.113494823845e-01	5.551115123126e-16	6.091093735634e-16
1.34000000e-01	9.114302407612e-01	9.114302407612e-01	4.440892098501e-16	4.872443221537e-16
1.35000000e-01	9.115109327124e-01	9.115109327124e-01	4.440892098501e-16	4.872011886117e-16
1.36000000e-01	9.115915582796e-01	9.115915582796e-01	4.440892098501e-16	4.871580981818e-16
1.37000000e-01	9.116721175046e-01	9.116721175046e-01	3.330669073875e-16	3.653362881155e-16
1.38000000e-01	9.117526104288e-01	9.117526104288e-01	4.440892098501e-16	4.870720464855e-16
1.39000000e-01	9.118330370941e-01	9.118330370941e-01	4.440892098501e-16	4.870290851331e-16
1.40000000e-01	9.119133975418e-01	9.119133975418e-01	4.440892098501e-16	4.869861667206e-16
1.41000000e-01	9.119936918138e-01	9.119936918138e-01	4.440892098501e-16	4.869432912051e-16
1.42000000e-01	9.120739199515e-01	9.120739199515e-01	5.551115123126e-16	6.086255731795e-16
1.43000000e-01	9.121540819966e-01	9.121540819966e-01	3.330669073875e-16	3.651432515201e-16
1.44000000e-01	9.122341779908e-01	9.122341779908e-01	3.330669073875e-16	3.651111912088e-16
1.45000000e-01	9.123142079755e-01	9.123142079755e-01	4.440892098501e-16	4.867722172556e-16
1.46000000e-01	9.123941719924e-01	9.123941719924e-01	2.220446049250e-16	2.433647777913e-16
1.47000000e-01	9.124740700832e-01	9.124740700832e-01	2.220446049250e-16	2.433434682750e-16
1.48000000e-01	9.125539022893e-01	9.125539022893e-01	1.110223024625e-16	1.216610900288e-16
1.49000000e-01	9.126336686525e-01	9.126336686525e-01	0.000000000000e+00	0.000000000000e+00
1.50000000e-01	9.127133692142e-01	9.127133692142e-01	1.110223024625e-16	1.216398337170e-16
1.51000000e-01	9.127930040161e-01	9.127930040161e-01	0.000000000000e+00	0.000000000000e+00
1.52000000e-01	9.128725730997e-01	9.128725730997e-01	0.000000000000e+00	0.000000000000e+00
1.53000000e-01	9.129520765067e-01	9.129520765067e-01	0.000000000000e+00	0.000000000000e+00
1.54000000e-01	9.130315142786e-01	9.130315142786e-01	0.000000000000e+00	0.000000000000e+00
1.55000000e-01	9.131108864570e-01	9.131108864570e-01	0.000000000000e+00	0.000000000000e+00
1.56000000e-01	9.131901930834e-01	9.131901930834e-01	2.220446049250e-16	2.431526385268e-16
1.57000000e-01	9.132694341995e-01	9.132694341995e-01	2.220446049250e-16	2.431315410437e-16
1.58000000e-01	9.133486098468e-01	9.133486098468e-01	2.220446049250e-16	2.431104646475e-16
1.59000000e-01	9.134277200668e-01	9.134277200668e-01	1.110223024625e-16	1.215447046586e-16
1.60000000e-01	9.135067649012e-01	9.135067649012e-01	1.110223024625e-16	1.215341875159e-16
1.61000000e-01	9.135857443914e-01	9.135857443914e-01	1.110223024625e-16	1.215236808850e-16
1.62000000e-01	9.136646585791e-01	9.136646585791e-01	0.000000000000e+00	0.000000000000e+00
1.63000000e-01	9.137435075058e-01	9.137435075058e-01	1.110223024625e-16	1.215026991169e-16
1.64000000e-01	9.138222912130e-01	9.138222912130e-01	1.110223024625e-16	1.214922239587e-16
1.65000000e-01	9.139010097422e-01	9.139010097422e-01	3.330669073875e-16	3.644452778113e-16
1.66000000e-01	9.139796631351e-01	9.139796631351e-01	2.220446049250e-16	2.429426100832e-16
1.67000000e-01	9.140582514331e-01	9.140582514331e-01	4.440892098501e-16	4.858434450472e-16
1.68000000e-01	9.141367746778e-01	9.141367746778e-01	5.551115123126e-16	6.072521396027e-16
1.69000000e-01	9.142152329106e-01	9.142152329106e-01	4.440892098501e-16	4.857600200296e-16
1.70000000e-01	9.142936261733e-01	9.142936261733e-01	6.661338147751e-16	7.285775550719e-16
1.71000000e-01	9.143719545071e-01	9.143719545071e-01	4.440892098501e-16	4.856767616954e-16
1.72000000e-01	9.144502179537e-01	9.144502179537e-01	3.330669073875e-16	3.642263961978e-16
1.73000000e-01	9.145284165546e-01	9.145284165546e-01	3.330669073875e-16	3.641952522835e-16
1.74000000e-01	9.146065503513e-01	9.146065503513e-01	4.440892098501e-16	4.855521859968e-16
1.75000000e-01	9.146846193853e-01	9.146846193853e-01	5.551115123126e-16	6.068884296815e-16
1.76000000e-01	9.147626236980e-01	9.147626236980e-01	6.661338147751e-16	7.282040143728e-16
1.77000000e-01	9.148405633311e-01	9.148405633311e-01	6.661338147751e-16	7.281419751980e-16
1.78000000e-01	9.149184383259e-01	9.149184383259e-01	5.551115123126e-16	6.067333316927e-16
1.79000000e-01	9.149962487240e-01	9.149962487240e-01	5.551115123126e-16	6.066817356757e-16
1.80000000e-01	9.150739945668e-01	9.150739945668e-01	7.771561172376e-16	8.492822677203e-16
1.81000000e-01	9.151516758959e-01	9.151516758959e-01	7.771561172376e-16	8.492101776209e-16
1.82000000e-01	9.152292927526e-01	9.152292927526e-01	8.881784197001e-16	9.704436109435e-16
1.83000000e-01	9.153068451786e-01	9.153068451786e-01	8.881784197001e-16	9.703613868711e-16
1.84000000e-01	9.153843332151e-01	9.153843332151e-01	8.881784197001e-16	9.702792449818e-16
1.85000000e-01	9.154617569038e-01	9.154617569038e-01	8.881784197001e-16	9.701971851932e-16
1.86000000e-01	9.155391162861e-01	9.155391162861e-01	7.771561172376e-16	8.488508064955e-16
1.87000000e-01	9.156164114033e-01	9.156164114033e-01	9.992007221626e-16	1.091287475539e-15
1.88000000e-01	9.156936422970e-01	9.156936422970e-01	9.992007221626e-16	1.091195434814e-15
1.89000000e-01	9.157708090086e-01	9.157708090086e-01	9.992007221626e-16	1.091103486083e-15
1.90000000e-01	9.158479115796e-01	9.158479115796e-01	1.221245327088e-15	1.333458657979e-15
