# t	y_num	y_exact	abs_err	rel_err
1.00000000e-03	5.997599760176e-01	1.000000000000e+00	4.002400239824e-01	4.002400239824e-01
2.00000000e-03	5.995199041409e-01	1.000000000000e+00	4.004800958591e-01	4.004800958591e-01
3.00000000e-03	5.992797844755e-01	1.000000000000e+00	4.007202155245e-01	4.007202155245e-01
4.00000000e-03	5.990396171274e-01	1.000000000000e+00	4.009603828726e-01	4.009603828726e-01
5.00000000e-03	5.987994022023e-01	1.000000000000e+00	4.012005977977e-01	4.012005977977e-01
6.00000000e-03	5.985591398065e-01	1.000000000000e+00	4.014408601935e-01	4.014408601935e-01
7.00000000e-03	5.983188300458e-01	1.000000000000e+00	4.016811699542e-01	4.016811699542e-01
8.00000000e-03	5.980784730266e-01	1.000000000000e+00	4.019215269734e-01	4.019215269734e-01
9.00000000e-03	5.978380688550e-01	1.000000000000e+00	4.021619311450e-01	4.021619311450e-01
1.00000000e-02	5.975976176375e-01	1.000000000000e+00	4.024023823625e-01	4.024023823625e-01
1.10000000e-02	5.973571194804e-01	1.000000000000e+00	4.026428805196e-01	4.026428805196e-01
1.20000000e-02	5.971165744904e-01	1.000000000000e+00	4.028834255096e-01	4.028834255096e-01
1.30000000e-02	5.968759827741e-01	1.000000000000e+00	4.031240172259e-01	4.031240172259e-01
1.40000000e-02	5.966353444381e-01	1.000000000000e+00	4.033646555619e-01	4.033646555619e-01
1.50000000e-02	5.963946595893e-01	1.000000000000e+00	4.036053404107e-01	4.036053404107e-01
1.60000000e-02	5.961539283345e-01	1.000000000000e+00	4.038460716655e-01	4.038460716655e-01
1.70000000e-02	5.959131507808e-01	1.000000000000e+00	4.040868492192e-01	4.040868492192e-01
1.80000000e-02	5.956723270352e-01	1.000000000000e+00	4.043276729648e-01	4.043276729648e-01
1.90000000e-02	5.954314572049e-01	1.000000000000e+00	4.045685427951e-01	4.045685427951e-01
2.00000000e-02	5.951905413970e-01	1.000000000000e+00	4.048094586030e-01	4.048094586030e-01
2.10000000e-02	5.949495797190e-01	1.000000000000e+00	4.050504202810e-01	4.050504202810e-01
2.20000000e-02	5.947085722782e-01	1.000000000000e+00	4.052914277218e-01	4.052914277218e-01
2.30000000e-02	5.944675191822e-01	1.000000000000e+00	4.055324808178e-01	4.055324808178e-01
